rand_point_id,x,y
"1532",840128.172400959,822445.947256664
"1533",840845.728810793,823090.313165861
"1534",838693.104836705,823406.498259111
"1535",838269.524609179,823314.131126901
"1536",838692.479857685,821797.960647132
"1537",837116.361428894,822954.434869518
"1538",838639.56416096,821882.369491489
"1539",837684.508622225,822330.459046532
"1540",839747.486517583,821728.302348755
"1541",839083.881235353,822429.668376398
"1542",838571.290097737,822179.646197907
"1543",837913.079948263,823728.857264926
"1544",839180.712410727,823054.561154186
"1545",839084.32549891,822609.285809283
"1546",840104.717489291,821929.939441488
"1547",840206.897863278,822840.431927875
"1548",840317.18677177,823677.229938163
"1549",839938.36271934,822514.600652926
"1550",838198.196877383,821584.569170516
"1551",839592.844897215,822902.369459681
"1552",839005.31520368,821873.52022786
"1553",839756.592185632,823836.895045877
"1554",838434.847508674,821908.135398278
"1555",839332.490863375,823933.125981631
"1556",839762.103023879,823088.523518418
"1557",840089.118359185,823951.892621641
"1558",839360.854121016,821598.212857269
"1559",839623.017117739,822172.002409833
"1560",839371.555280693,821768.141028661
"1561",839952.643859731,823453.916137649
"1562",839263.619165796,822504.592263387
"1563",840375.864630687,821608.246954432
"1564",839291.619654332,823492.195758675
"1565",840235.429253661,824043.599187957
"1566",840350.968104593,823750.339219026
"1567",840501.94776821,822571.294813748
"1568",837471.235321876,822693.032727204
"1569",840611.160277151,821771.149329524
"1570",840763.650594761,822635.819830317
"1571",837168.194279849,823395.328393694
"1572",838488.080435847,822226.148059594
"1573",837939.909994529,823285.900005232
"1574",837805.128777669,821642.588053292
"1575",839092.922143441,823537.465918758
"1576",837822.107706469,822892.204051393
"1577",836750.717167998,822938.660896422
"1578",836782.821086024,823142.47189771
"1579",840240.179412313,822774.585397527
"1580",839914.908613675,822073.953958157
"1581",839930.344966417,821806.681152431
"1582",837354.600548671,821501.222491655
"1583",838282.338226208,823136.460933206
"1584",837220.304388586,822853.369527014
"1585",839041.13176531,822663.404612367
"1586",839348.092178562,822516.305785565
"1587",839294.866518077,821848.374800952
"1588",840926.259731973,822255.453327859
"1589",839151.805438178,823366.43339666
"1590",837668.150862189,823234.643955568
"1591",837863.997225005,821305.153899277
"1592",838911.226099125,823207.742925597
"1593",840594.195095589,822253.665338337
"1594",840808.06355842,823234.986470076
"1595",840336.003743503,823602.165461684
"1596",837931.878538872,822370.129180807
"1597",837560.3194319,822907.979645603
"1598",838459.070493627,823586.239068828
"1599",838418.877099292,821950.85345748
"1600",838201.498255752,822138.130917887
"1601",837717.739656212,822425.798483296
"1602",840395.355556824,822556.038094329
"1603",837377.943620068,822335.244154605
"1604",838637.046907186,822782.082430318
"1605",840355.635612167,821773.047987139
"1606",838202.548674839,823551.47600516
"1607",840785.492848027,823620.188167052
"1608",836963.690747272,822342.199470283
"1609",836967.291361988,822292.518167182
"1610",838664.814614097,822801.501728419
"1611",840468.66146924,822505.346283468
"1612",838844.57537815,823521.943671298
"1613",838778.447451388,822494.200348273
"1614",837983.981839878,821731.59780914
"1615",840410.372939205,822609.841807839
"1616",838358.478720553,821976.730401383
"1617",840262.074638039,822200.422970489
"1618",837776.949565118,823187.202815881
"1619",838222.988708298,821867.984027482
"1620",839458.585089468,823722.639943383
"1621",839501.471434347,823239.957939214
"1622",840221.565602103,823648.651320082
"1623",838632.773702208,823353.789552535
"1624",838627.049174101,822675.325499565
"1625",840402.196802135,823195.458148633
"1626",838341.403150943,821669.085793962
"1627",839979.908726532,822995.055206835
"1628",840939.089560912,822431.858514228
"1629",837753.989561266,821898.157371458
"1630",838924.064934529,822808.109598696
"1631",838101.423354844,822623.865320917
"1632",838447.52104188,822761.321905115
"1633",838526.832375636,823840.943439164
"1634",838769.967134984,823118.97478002
"1635",840055.055224969,821495.716940191
"1636",838533.557985685,822817.211426317
"1637",839544.963818505,822259.056835855
"1638",838166.54728356,821892.121114208
"1639",837802.261515448,822032.220829891
"1640",840485.809222568,822146.246653156
"1641",839382.504241403,823626.098594704
"1642",840617.103422968,822803.87018344
"1643",840383.013874602,823726.190176192
"1644",839905.626835235,822826.756579767
"1645",840849.7516246,824040.441068416
"1646",839403.947355376,822769.065011246
"1647",837325.128960266,823007.266075473
"1648",840665.273284927,823638.766521015
"1649",837046.121341596,823363.887649343
"1650",838137.99949961,822156.828022573
"1651",840064.48935093,823118.723445843
"1652",839483.728130485,823999.0290192
"1653",838436.587238736,822580.776774744
"1654",840314.72113757,823837.758090798
"1655",838539.37412,823648.303740336
"1656",838909.237334994,822232.620956884
"1657",840818.034770998,823519.615343792
"1658",838516.578071779,823866.880902468
"1659",839128.151103047,822009.733095664
"1660",840161.902748824,823870.281233128
"1661",839258.263039967,822856.738691865
"1662",838739.9803136,821880.994747015
"1663",838018.955950724,823545.775561149
"1664",840216.505422872,822396.598046486
"1665",837029.171363317,823008.392288433
"1666",840159.519818398,823629.314778174
"1667",838069.59896673,823623.72556214
"1668",840382.601339472,823876.34556083
"1669",838081.901698645,822581.03952895
"1670",838421.709557496,822745.787079182
"1671",837199.675733224,822211.999379586
"1672",836925.659896292,823448.798940902
"1673",838922.597990633,822515.938869513
"1674",838778.867348331,823818.679806359
"1675",840363.482577138,821855.358025168
"1676",837678.049164697,823291.227430099
"1677",839964.521306115,823881.043191099
"1678",839111.212566544,823796.922842111
"1679",839833.719217677,822403.56876241
"1680",838147.930623728,823213.592683986
"1681",837998.940751657,823133.821686164
"1682",840161.154142859,823689.336017628
"1683",838605.5968204,823961.898027444
"1684",838128.314495208,822048.257306771
"1685",840223.565544002,822519.605997523
"1686",837987.353344889,822235.120467565
"1687",837878.787502754,821663.646963692
"1688",838078.576789718,822364.381372542
"1689",838787.441293712,822597.234684884
"1690",838492.657015788,823220.083427475
"1691",837910.933128127,822863.607598596
"1692",840554.355463053,822510.483299144
"1693",840398.289637282,821939.948546385
"1694",840286.756989292,824153.322815211
"1695",837129.239353493,823356.221480855
"1696",840663.382598371,823134.352913571
"1697",840603.683642892,823438.320709886
"1698",839420.311041704,823461.805489401
"1699",837239.510750175,822945.954992473
"1700",839916.119210653,822445.049101931
"1701",840229.448899037,822587.644675401
"1702",837128.543466455,822735.954392699
"1703",837551.621734716,822593.224590947
"1704",839875.173546916,822997.533211486
"1705",839467.0071571,823489.213463181
"1706",840542.365682941,822263.547209819
"1707",840024.309061342,821938.687809114
"1708",838907.439361711,822687.702958011
"1709",841042.645170598,821767.56219562
"1710",839511.118541713,823128.404321857
"1711",838222.536042678,822168.464582661
"1712",838250.218269703,822753.971563183
"1713",839748.026667219,822502.980297392
"1714",838349.090985416,821632.465800595
"1715",839679.233706407,823926.529648358
"1716",837162.855569234,822739.666044986
"1717",838120.647289511,823075.270177906
"1718",838633.840901188,822067.451683161
"1719",839281.378462874,822178.670753533
"1720",840670.447565027,823696.021524173
"1721",840440.850813028,823508.380032412
"1722",838772.357663178,822180.639429656
"1723",840038.512063423,821890.935706962
"1724",836750.026487882,822983.035655644
"1725",836959.562841521,822941.718405228
"1726",840362.013713937,823347.329993514
"1727",839705.675986427,821770.690900022
"1728",837475.535960565,822338.493131492
"1729",836780.130854492,823170.858170204
"1730",840872.721430228,824263.763100328
"1731",839006.463824129,823238.311342815
"1732",839845.769774787,822359.600372417
"1733",839058.263918195,822949.155151858
"1734",840208.285480136,823017.410638362
"1735",838755.19221618,822016.14598709
"1736",840855.201786415,822056.459188462
"1737",837840.529699976,822962.679331783
"1738",840826.720254032,822775.706098688
"1739",840372.219948135,822265.423276118
"1740",840389.785722602,823079.084170341
"1741",838899.716336404,823722.757804661
"1742",837377.38401608,822081.947748751
"1743",839341.266984379,823501.229111434
"1744",838873.546289256,821986.754389945
"1745",840297.64777302,822881.810855137
"1746",838219.888133243,822357.593747173
"1747",838553.414066901,822226.652184777
"1748",840618.270830791,821736.524566982
"1749",837362.745822412,822155.181416705
"1750",838916.553838359,822600.552439399
"1751",838842.988042592,822525.044231056
"1752",839104.286100288,822337.029040418
"1753",840850.959357407,824074.572993579
"1754",840741.107469566,821936.660313205
"1755",837358.38806614,822809.552213585
"1756",837857.923029257,823394.295464369
"1757",838026.38455353,823177.506007817
"1758",840516.392597705,822985.528407792
"1759",838580.923005792,823326.664670951
"1760",839425.270023716,822529.566282358
"1761",839370.715753003,823890.737613283
"1762",839641.862760817,821695.556410413
"1763",839402.112370178,822622.78108373
"1764",839214.867770266,822579.740860764
"1765",837226.577574178,822101.004720595
"1766",840774.447928642,823004.464607218
"1767",837168.844688331,822535.372719057
"1768",840091.726600568,821843.524905463
"1769",837328.339757445,822661.400903918
"1770",838510.757182566,823382.936589568
"1771",840624.10247505,823705.920400421
"1772",839846.758838816,822567.592446885
"1773",839246.532792632,823577.093637011
"1774",837108.591876679,822812.083198469
"1775",839670.698035056,823438.375667528
"1776",838206.084347898,821728.736974363
"1777",840554.212701942,822072.015625415
"1778",840398.263110156,822114.965358401
"1779",837664.884490135,822573.273963009
"1780",838979.239687792,822684.150183474
"1781",837509.166860581,822286.970714785
"1782",840331.786584055,823254.560680076
"1783",838470.317704379,822527.394395359
"1784",837365.710443281,821834.409779697
"1785",840910.448327038,822744.311518691
"1786",839571.417360474,822078.904170157
"1787",840215.08472025,823136.100876046
"1788",837294.352549578,822121.98752834
"1789",837479.954627872,823404.204160375
"1790",840644.271828145,822466.066861749
"1791",837518.895571453,823239.451981609
"1792",837666.710473986,822479.810602446
"1793",840542.473800844,824096.0080616
"1794",841045.07747789,822102.380095787
"1795",838113.616134962,823567.60753913
"1796",839368.260677528,822489.374411789
"1797",840761.103599746,823551.364376683
"1798",837098.962331051,822639.95759057
"1799",839052.419260894,823028.931296398
"1800",840433.840390413,823257.021183306
"1801",837393.734160454,821806.338412142
"1802",837991.626050759,822674.6610448
"1803",837165.136923569,822790.165135815
"1804",840379.658227779,824125.394211905
"1805",838083.449863158,821681.866701457
"1806",840119.72267231,822967.775473793
"1807",838434.428308397,823734.177530093
"1808",838273.294870557,822140.776559379
"1809",838752.294006467,822071.327555596
"1810",837888.757511812,821872.193924169
"1811",839280.492371638,823719.373523437
"1812",837950.788800702,823415.454524753
"1813",839529.251677547,823671.361435396
"1814",840277.862969535,823411.229725296
"1815",838627.835306754,823794.450185795
"1816",839837.91003323,821763.434585798
"1817",839984.71970406,823838.945437824
"1818",840893.77575561,821889.171892102
"1819",840186.873881839,822025.880603565
"1820",837739.919192178,821570.685886212
"1821",839349.243293813,823778.913881716
"1822",837260.58150291,822131.745689435
"1823",838029.080456676,822141.792823877
"1824",838643.338367949,823428.107867619
"1825",837721.379243952,822932.536975764
"1826",840238.811440694,823002.208577268
"1827",839198.72681504,822038.088365272
"1828",837770.850997181,823743.818823676
"1829",840286.020452546,822108.628645604
"1830",840593.905877206,823068.070927377
"1831",837465.634321504,821761.558054082
"1832",840453.614673027,823668.225077013
"1833",837448.697111183,822777.489684369
"1834",839125.290129921,823715.009108901
"1835",838991.777651874,823127.035681806
"1836",837569.35865489,822101.087378283
"1837",837030.025322054,822912.476854288
"1838",838267.848774172,822172.805052418
"1839",838433.919619689,822939.087756525
"1840",838845.053622338,821992.506287004
"1841",838343.094761347,822491.410761565
"1842",837472.793515783,822824.32800179
"1843",840859.824110243,822020.36139841
"1844",838880.28488185,822496.818713699
"1845",839770.044828874,822581.396398509
"1846",838696.486054623,822289.048349895
"1847",840325.733414969,824226.098570095
"1848",837590.987343632,822072.340094386
"1849",838949.882172542,822124.924253845
"1850",839287.051187,822705.102069528
"1851",839286.19994806,823540.737369253
"1852",840905.206070215,823150.00621872
"1853",840491.440568388,822413.846857489
"1854",840426.387209021,823031.187288162
"1855",839237.083792606,823388.292683664
"1856",839186.973357991,821875.452764022
"1857",839275.96254597,822613.815780605
"1858",838399.557281524,822681.487705015
"1859",836796.98798679,823030.317498564
"1860",837090.34289003,822848.544873686
"1861",838559.89679119,821921.056000637
"1862",836898.837878689,822982.957194491
"1863",840407.992513348,823932.178556462
"1864",839376.656065286,822707.518350153
"1865",840013.877497024,821607.742008017
"1866",839563.448429337,822361.030267989
"1867",838699.840997466,823000.855584244
"1868",837273.419982603,822415.768960077
"1869",837472.506121985,822969.469531462
"1870",838876.099025986,823750.123937139
"1871",840472.642187332,822293.091006983
"1872",838959.674112629,822396.75871209
"1873",836879.33037166,822894.946743169
"1874",837309.906465235,822417.099313383
"1875",839776.916051338,823571.809505849
"1876",838999.221255367,823406.200323998
"1877",840913.308890941,824312.117117938
"1878",839933.481357507,822738.615544564
"1879",839959.294874523,823685.075082925
"1880",837461.096421604,822147.963644731
"1881",840297.276850835,823143.388137589
"1882",838371.784253831,822141.929482966
"1883",839282.474275427,823166.059374366
"1884",838935.965693253,823687.029316994
"1885",838234.074995803,822667.331788827
"1886",837990.226018093,822725.415413335
"1887",839128.228295148,821793.589456589
"1888",840607.058023241,824038.536454899
"1889",840435.191779898,821912.458827827
"1890",838898.159390008,822030.145007157
"1891",837605.339896285,823009.546095579
"1892",840192.305511426,823673.792573941
"1893",838907.696796311,822400.170724495
"1894",839127.790471922,823348.346002269
"1895",840478.24554404,823271.106993431
"1896",838780.641567834,823032.795185111
"1897",840473.607484024,824313.132753234
"1898",840286.917740324,824014.573872916
"1899",839174.682541548,822208.954399809
"1900",840032.687335529,823190.360409375
"1901",839037.03912676,821946.627530404
"1902",838122.578849199,822937.276214563
"1903",837459.536353551,822477.178550216
"1904",839919.472586889,822917.508646894
"1905",840603.043265012,822595.485760187
"1906",837607.614809659,823127.298703645
"1907",837981.041849404,823753.121372737
"1908",839627.157551273,822946.120107673
"1909",837796.503016612,822456.072895931
"1910",839101.370020213,822738.623503864
"1911",839068.963612202,823110.653270169
"1912",838589.402462686,822946.193875605
"1913",837896.387097987,822793.676998965
"1914",839918.877471356,822297.528156954
"1915",838525.255784124,823459.806777453
"1916",839498.373520392,823580.347504115
"1917",839464.952196626,822880.728057952
"1918",837634.424853879,822245.404739577
"1919",839630.809846103,823500.965571561
"1920",837802.959605025,822959.489995706
"1921",839495.026858636,823662.185724428
"1922",837137.779548141,822609.361308479
"1923",839219.345569818,822659.16513807
"1924",837683.025059482,821699.960216002
"1925",840834.529284129,824150.187633208
"1926",837367.791035356,823016.033753744
"1927",839402.388502253,821837.431192052
"1928",838834.640114937,823641.732240378
"1929",839382.113629665,823787.365208944
"1930",838837.006555752,823588.526658771
"1931",840118.30872918,822080.447193848
"1932",837614.53035444,821818.2721125
"1933",838461.46853532,822820.590653681
"1934",838631.281467938,822196.111384237
"1935",840084.927917956,823370.895886583
"1936",839644.258198597,823386.13295488
"1937",838963.468117733,822181.557741185
"1938",839551.964970761,824051.271549151
"1939",838049.04673419,821354.002578052
"1940",840627.532847695,821680.984658767
"1941",839647.178861927,822444.4137867
"1942",838110.900245897,822401.555496393
"1943",839940.769784763,823540.898661162
"1944",839815.757434241,823084.951144914
"1945",837285.603551509,822619.965440663
"1946",839481.525696929,823155.292514488
"1947",840700.911187587,822854.129221664
"1948",837905.178521493,823164.127545473
"1949",839448.130967647,823088.048018663
"1950",840094.376527488,824063.484568954
"1951",837039.957971889,823179.142480933
"1952",839756.434518632,823450.181651883
"1953",840818.36239075,822429.669057621
"1954",839127.474902276,822876.112241209
"1955",839223.017647515,823787.223047037
"1956",838023.592731266,823422.484580702
"1957",838447.285980882,822905.763564491
"1958",837446.336687355,821674.920556491
"1959",839592.296885137,823255.608405456
"1960",838180.251952596,823741.605637095
"1961",838518.846068665,823595.398414747
"1962",840868.803407257,822923.490947607
"1963",840350.010875748,823632.009543079
"1964",839656.768046268,824039.255486802
"1965",839260.165955608,822242.604081777
"1966",840832.569878785,823140.831336033
"1967",838389.745372779,823391.849447325
"1968",839948.029895099,823644.286548637
"1969",840392.4546923,823029.471082416
"1970",840746.701873539,823588.216193944
"1971",840697.385979649,822693.289622142
"1972",838787.697603569,822678.358809034
"1973",837632.3630668,822939.540331981
"1974",838809.680910578,823693.044831352
"1975",840532.212474302,824225.908289741
"1976",838932.337995265,822150.637625237
"1977",838391.035599873,823776.940068686
"1978",839878.208517694,823740.912798021
"1979",837205.388255996,822542.780018878
"1980",838935.286639097,823409.341856159
"1981",840251.754488668,821651.421695637
"1982",838758.939838638,821976.227547473
"1983",839140.652541697,822974.662254751
"1984",839218.704530345,822231.2598532
"1985",838129.035862747,823787.83113336
"1986",839448.667303588,823439.727086757
"1987",840293.990433152,823914.056247229
"1988",838440.123311689,823540.486988118
"1989",839974.065022755,822878.659584435
"1990",838142.706370615,821674.151395514
"1991",841006.362276338,821713.024275984
"1992",839737.438894869,823200.915995498
"1993",840232.66136456,823321.638664224
"1994",840517.693753131,824168.405165328
"1995",839687.008202448,822240.806101307
"1996",837849.991717066,822740.702757226
"1997",839551.767218739,821861.251446811
"1998",837973.973725893,823305.042864136
"1999",838350.019152758,823684.073664902
"2000",837414.407265705,821713.713611815
"2001",838085.504763815,821628.2604366
"2002",839803.939809436,822635.997865644
"2003",837431.21943459,821608.298142771
"2004",839887.315849062,823925.548736216
"2005",837526.078233522,822798.016773038
"2006",840864.226440956,822716.15958928
"2007",840204.032764389,821627.818034592
"2008",839480.648813838,823098.524043389
"2009",837900.074161,822679.71141515
"2010",838873.616657138,823600.539425133
"2011",840796.233648692,822812.231966513
"2012",838118.673276917,822672.701335643
"2013",836856.842819168,822971.583751119
"2014",838996.584614998,822513.025192015
"2015",839844.790544219,822062.412011822
"2016",839447.784494908,821998.712937073
"2017",839454.760131219,822793.847556374
"2018",839246.709046762,823900.838478512
"2019",839032.057001042,822594.503814365
"2020",838378.021869582,823319.73262939
"2021",838336.272191229,822189.029969496
"2022",838078.87678399,823168.135688205
"2023",839400.505871887,823572.920384956
"2024",837951.722144039,821622.940972704
"2025",838031.686431794,821503.727004404
"2026",837566.91171627,823222.226388939
"2027",839811.294196284,823533.953624905
"2028",839202.876035922,822854.108087786
"2029",839817.310662909,822575.265864569
"2030",839323.036278043,822640.423518622
"2031",837387.109295562,821579.799421078
"2032",837667.383495009,823176.960306928
"2033",840209.464876784,823565.232194663
"2034",840437.439036574,822814.722133001
"2035",837875.034742617,823193.027247334
"2036",837276.750531447,823291.801908804
"2037",837473.885546932,822894.073457854
"2038",838324.733918695,821916.249157401
"2039",839557.093698541,822702.297469863
"2040",840153.02159233,822024.443053812
"2041",841090.94778433,821732.140653115
"2042",838489.439186053,821943.011627781
"2043",839454.79042336,823150.769788817
"2044",840647.358419635,822803.264409638
"2045",840727.059999073,823680.69830659
"2046",838783.286927963,823748.668984797
"2047",838397.458900891,823544.194072078
"2048",839817.158546384,821927.143618992
"2049",837810.170277586,822567.959410481
"2050",838459.129330215,822426.04061102
"2051",838696.024788569,823124.736888441
"2052",837860.477651549,821869.97024817
"2053",839791.658066235,821821.038490272
"2054",838346.771283885,823584.48206553
"2055",837360.36866951,823088.705040125
"2056",839771.673594688,823628.004138186
"2057",839893.256203642,823824.06499193
"2058",838106.631555655,822800.836566939
"2059",840334.139638623,823515.935958139
"2060",838242.087114994,821680.535894818
"2061",839029.875262893,822157.201857742
"2062",840085.911160543,823607.802848951
"2063",840100.515439674,823237.989472422
"2064",840768.449046978,821910.017653373
"2065",840743.15904563,821970.900775288
"2066",838639.785303035,821726.602652655
"2067",840502.299791632,823934.755359556
"2068",840131.620263746,822315.642845875
"2069",839066.47467862,823148.539814043
"2070",837984.414767256,821943.126158015
"2071",837077.772267301,823322.784405914
"2072",838166.155246154,823415.260166826
"2073",838972.03971301,822856.048966679
"2074",840038.795356903,822397.55097481
"2075",838057.48813169,822562.937299476
"2076",839281.697152767,821937.11083359
"2077",839739.183750069,823768.888557527
"2078",838225.751280733,822395.515622674
"2079",839943.211497917,823020.515177115
"2080",840510.948074153,821918.99071259
"2081",841104.308870246,821799.501795914
"2082",840278.763902264,823289.108101135
"2083",837264.518910778,822219.617026153
"2084",840536.216543941,822879.852470965
"2085",840007.401371147,821746.849106256
"2086",838167.535848713,822043.838799044
"2087",839260.026798627,823740.505666286
"2088",837976.466254996,823821.656594834
"2089",840500.550732479,823070.786006138
"2090",839482.749995401,821820.913309655
"2091",838122.572388236,821919.610642576
"2092",840883.330961013,822756.783698699
"2093",838358.57891901,823039.627486293
"2094",840557.36366372,822850.386211114
"2095",838677.476471075,821946.803230758
"2096",838034.112470115,821798.883193002
"2097",838224.271535163,823740.271548025
"2098",839192.124821029,823626.51179535
"2099",838142.026936739,823525.214434981
"2100",837145.994925542,822443.809584585
"2101",837846.028293589,821281.689224857
"2102",838919.220248612,821885.952560679
"2103",838984.468931045,823345.53667869
"2104",837459.830704276,822659.079473393
"2105",840149.610873574,823102.913775627
"2106",840545.051644938,823798.360073345
"2107",838686.144749455,822078.035612536
"2108",838726.046958743,821819.169178447
"2109",839880.473834055,823570.505651932
"2110",837349.904430783,823216.267376168
"2111",837437.560101229,821735.546357766
"2112",838727.039047786,821758.141245228
"2113",837716.982179259,822256.997930225
"2114",838288.132483443,821590.295084277
"2115",840643.059863697,823536.068309193
"2116",838366.74710501,823662.163949102
"2117",839759.032587614,822415.98047545
"2118",839134.878962461,823973.974964523
"2119",836756.716375723,823355.872032541
"2120",839942.917585409,821611.325141019
"2121",838687.072843255,823899.256101764
"2122",838789.101382043,823201.972631209
"2123",840028.401574344,822021.170921861
"2124",840737.603395025,823450.251208098
"2125",840217.080766978,822656.211981379
"2126",839616.435055685,823228.105914355
"2127",837849.264373699,822033.902577319
"2128",838029.743370224,823597.644912049
"2129",838853.564153419,821896.78563322
"2130",840173.265304987,823535.674346739
"2131",839375.533918892,821567.970325706
"2132",840458.778651205,821565.800854507
"2133",838132.769076317,822821.336396677
"2134",837079.86219648,823357.029752948
"2135",836998.303014216,822875.041864273
"2136",839762.858974419,821899.136064956
"2137",839835.755133106,822860.831854776
"2138",838614.596460091,822554.472373215
"2139",838503.056935242,822251.26480494
"2140",840588.883283963,823947.30171281
"2141",840046.114893736,823392.774884323
"2142",837486.966541591,823336.179513931
"2143",838028.971194888,821281.409173737
"2144",840575.279145329,823686.675711716
"2145",838501.223950897,823569.833387715
"2146",839398.066537854,823484.608808918
"2147",838083.931598344,821994.189036612
"2148",838590.601235762,823507.411828225
"2149",840839.19241317,823600.859822575
"2150",838395.408058773,821859.473164178
"2151",837686.768762497,821818.877864637
"2152",839611.054940313,822317.097700962
"2153",840872.584851222,824138.808743443
"2154",840075.16772591,821546.817314667
"2155",838238.164208108,822862.628818858
"2156",838699.386384088,822655.970843019
"2157",839330.749762426,821964.475645468
"2158",838171.255276399,822324.43094408
"2159",839350.482257935,823404.057076064
"2160",839183.900195627,821951.961541386
"2161",838636.789493891,823637.195538378
"2162",840417.944030861,824008.422117629
"2163",838410.04652232,822228.649356445
"2164",839399.974330972,823884.910831202
"2165",837435.536501735,823135.762977207
"2166",841018.507464426,821978.972054664
"2167",840278.118146867,822761.367341704
"2168",838702.539377749,821745.484094297
"2169",839685.780822923,823334.885964528
"2170",837123.804811485,822656.794826139
"2171",840015.226677793,823232.47892541
"2172",837243.351100862,822888.664281673
"2173",838221.555063902,822962.230157531
"2174",837439.014993272,822747.792129191
"2175",840787.824053313,822435.350605413
"2176",838014.806394803,822404.971347647
"2177",838306.731583896,822142.220320847
"2178",839723.939266265,821838.620924662
"2179",840552.409602054,823983.049895552
"2180",840943.788595305,822388.824119348
"2181",840441.617778907,823934.174216328
"2182",836803.808334607,823185.139950083
"2183",837769.597886747,822059.235486689
"2184",837708.606723956,823189.02497793
"2185",839820.512516667,823713.729691305
"2186",838528.705794152,824046.72564315
"2187",840010.666378131,822541.368017523
"2188",840812.389659366,824239.789181487
"2189",840280.65749389,824184.794772474
"2190",838181.618802473,822744.762986078
"2191",840022.914649603,823014.15779253
"2192",840549.734459662,821867.9614481
"2193",837984.22461738,821828.412054215
"2194",840927.130444259,821833.186135238
"2195",837106.815670129,822566.910535623
"2196",840735.518233297,821659.83466475
"2197",839510.27211324,822186.472630713
"2198",838511.183228746,822006.996969228
"2199",840850.832455368,822187.222159954
"2200",839053.046957485,823824.380809325
"2201",838951.126884521,822646.177552697
"2202",839972.380848061,823313.856859478
"2203",838481.88000742,823276.669307594
"2204",838243.715095684,822979.213681504
"2205",838705.648611264,823731.516960429
"2206",839885.280058765,822763.455893269
"2207",838136.160148482,823588.073139939
"2208",840447.186736048,821938.629005552
"2209",840598.433693317,823498.669168726
"2210",837561.458805093,823136.405788947
"2211",839447.475746512,823315.844945955
"2212",836808.253839249,823240.246614632
"2213",838478.77146531,821666.780858563
"2214",840522.524909213,823770.206528299
"2215",837507.440755207,822224.532458095
"2216",838535.136107469,822631.801190682
"2217",839467.317368877,822268.117140418
"2218",840142.586528556,821594.368346478
"2219",839741.516491943,823659.538944884
"2220",840181.174166878,823174.220658405
"2221",838775.407622677,823475.539455894
"2222",838773.69700284,822296.977990392
"2223",840328.780881349,823870.981028418
"2224",840249.008560961,823674.184489856
"2225",836786.97795814,823294.55483827
"2226",840614.400439569,824139.968732434
"2227",837507.971650294,822993.768335643
"2228",838560.667729815,823039.771041585
"2229",838135.049371486,822344.707839387
"2230",839871.723200039,823543.046621157
"2231",837812.071989823,821552.78149568
"2232",840637.353115185,822223.65199869
"2233",840360.236574363,822879.836546376
"2234",840586.066561272,823537.72514692
"2235",840711.673826989,821784.507213199
"2236",839466.100251932,822059.027722817
"2237",837436.796106195,822965.588622424
"2238",839074.425324403,822145.462348855
"2239",836869.95406357,823104.413326246
"2240",838197.499585049,823597.537838039
"2241",839906.067918795,823034.990882621
"2242",837579.595549588,822431.888395993
"2243",838779.919812145,822839.275531993
"2244",840248.651572672,823781.605952911
"2245",839376.625204862,823560.155349901
"2246",839980.285015671,823708.175647874
"2247",839231.432479749,823719.923891201
"2248",839810.893108213,822919.410316058
"2249",839355.672393312,822560.18041383
"2250",837994.829901499,821771.100232442
"2251",838219.309808074,823632.963572407
"2252",837786.376329747,822623.405441231
"2253",838671.821792293,822337.941223686
"2254",840300.482544144,823749.77493435
"2255",839845.041744207,822014.039450441
"2256",839527.593483804,823824.016612705
"2257",840342.673780631,822523.451737451
"2258",841014.851270069,822013.862201398
"2259",839015.683015998,822108.098651929
"2260",838533.682913213,822777.699924329
"2261",839615.797739376,822270.372647448
"2262",840840.50248188,822944.622969023
"2263",840921.87142931,822042.32706686
"2264",838880.371018777,823311.583822418
"2265",837034.085778525,823209.379019172
"2266",838730.853425141,823897.508655375
"2267",840180.791198493,822272.382271854
"2268",838875.227891101,822120.380410937
"2269",840481.847975704,824086.147668345
"2270",840844.348237983,823982.960219234
"2271",839454.968745688,823686.875891372
"2272",839367.848701473,822348.756655927
"2273",837389.296183258,822804.661489503
"2274",839653.846589727,822484.921091109
"2275",837474.62618781,822306.871989362
"2276",840030.892296615,822477.700293987
"2277",840570.373470215,821771.550839286
"2278",839964.87304017,822669.084801579
"2279",839436.846332823,823576.588787022
"2280",839140.276264826,823221.28139875
"2281",838182.655033021,821986.658256033
"2282",837408.68628239,822124.066929035
"2283",837514.177799925,822526.806400421
"2284",837340.189308496,823120.475194696
"2285",840613.241869056,822681.419994795
"2286",840491.283044062,823644.05830093
"2287",840823.455884348,821905.671890302
"2288",839743.26249228,822080.55443348
"2289",837574.672324212,821591.390738196
"2290",839811.35725289,823959.705747233
"2291",837177.919064492,823273.438992438
"2292",839975.632597772,822584.252466639
"2293",837074.68453491,822238.988415253
"2294",838336.857122228,822966.459841978
"2295",840614.914367057,823369.356727078
"2296",839532.074861217,821811.263689836
"2297",840797.712111113,823584.393272334
"2298",839012.718169669,823316.612360109
"2299",839868.844489306,823301.193412023
"2300",839058.04255483,823771.649342676
"2301",837617.811445943,823281.042386382
"2302",837220.00093514,822401.549282148
"2303",837089.11501601,822925.516887643
"2304",838232.460695369,823702.146268246
"2305",837914.470083871,823450.230722861
"2306",840190.113947285,822701.334661942
"2307",839052.840110847,822540.538095815
"2308",838858.848765314,822351.904045587
