BUILDINGID,gfa,height,x,y
"1108220733",19615.543,75.600,838100.812,822848.567
"1108221247",449.712,10.200,837997.017,822638.882
"1108221695",13628.809,24.300,837129.505,822439.682
"1108221992",18648.876,55.800,837409.382,822338.255
"1108222056",334.843,10.100,837110.941,822339.685
"1108222005",7454.952,13.200,837087.569,822335.772
"1108222077",12786.718,56.900,837369.879,822312.977
"1108222133",8328.957,39.000,837053.565,822303.475
"1108222072",11767.265,48.100,837247.833,822316.700
"1108223133",652.497,23.700,837281.854,822068.467
"1108222972",150.997,16.400,837374.700,822110.003
"1108223068",301.699,11.500,838343.637,822082.649
"1108222997",3924.679,25.100,838534.772,822089.665
"1108223037",19621.199,46.800,838661.376,822070.328
"1108223083",17775.573,41.000,838681.987,822057.337
"1108223110",351.092,10.300,839393.625,822069.672
"1108223089",221.644,3.700,838308.056,822074.672
"1108223218",24407.272,25.200,838893.578,822003.565
"1108223235",602.525,7.900,837496.950,822028.782
"1108223243",157.969,11.900,838270.462,822040.609
"1108223322",17049.945,45.000,838562.623,821998.961
"1108223355",18857.249,80.800,838665.702,821999.720
"1108222125",150.819,3.600,838390.656,822313.262
"1108221094",261.474,6.400,837314.086,822708.715
"1108222968",29454.853,66.700,837556.895,822082.171
"1810044604",19089.352,108.300,840080.939,822221.074
"1108223091",417.985,8.400,839090.687,822078.039
"1108225587",437.554,5.200,837888.723,821500.828
"1108225637",244.555,10.300,837388.103,821508.832
"1108225636",9845.181,37.300,837822.192,821501.928
"1108223792",18280.276,82.800,838843.879,821883.816
"1108223890",1249.619,8.900,839601.092,821862.658
"1108223955",18280.266,82.800,838907.590,821849.962
"1108224305",3450.716,10.400,837627.291,821774.797
"1108224280",168.195,10.200,839544.464,821795.486
"1108224301",224.283,10.000,839496.907,821790.486
"1108224269",167.132,10.200,839561.597,821797.456
"1108224298",15764.301,39.300,838482.303,821771.202
"1108224281",118.347,5.800,839146.695,821793.972
"1108224282",376.718,19.100,838186.931,821794.967
"1108224331",168.082,10.000,839502.492,821786.049
"1108224295",168.160,10.000,839514.862,821791.777
"1108224278",168.147,10.100,839510.085,821795.577
"1108224296",168.303,10.100,839549.242,821791.686
"1108224337",17936.187,69.100,839921.143,821768.530
"1108224707",596.709,27.100,838382.582,821714.333
"1108224693",671.920,27.600,838391.124,821718.663
"1108224789",5140.690,24.900,838292.515,821686.127
"1108224821",513.057,26.500,838333.972,821689.870
"1108224867",603.412,27.300,838321.742,821682.504
"1108224771",18568.709,74.000,840033.012,821690.001
"1108224806",349.600,22.500,838213.100,821696.205
"1108224781",506.829,24.900,838350.054,821698.848
"1108224779",8431.548,20.000,838432.734,821670.086
"1108224822",587.097,21.800,838216.025,821689.203
"1108224834",415.988,21.900,838208.788,821690.028
"1108223878",32738.478,54.800,838375.165,821852.323
"1108223945",168.280,10.200,839478.250,821865.751
"1108223958",87.264,5.600,839517.418,821860.622
"1108223905",13987.251,64.200,838996.299,821858.457
"1108223874",4871.630,21.700,838189.265,821863.612
"1108223963",168.338,9.900,839474.437,821860.964
"1108224321",168.281,10.000,839554.021,821787.886
"1108224365",168.250,10.400,839566.599,821777.875
"1108224356",167.937,10.600,839583.744,821779.819
"1108224286",5344.229,22.800,837399.452,821787.759
"1108224277",2179.667,21.100,838178.527,821788.520
"1108224338",168.045,10.600,839578.967,821783.620
"1108224348",168.183,10.400,839561.818,821781.677
"1108224299",167.766,10.400,839569.420,821791.222
"1108224318",112.028,7.200,839519.642,821787.977
"1108224324",18771.145,74.100,839882.934,821772.210
"1108224346",168.168,10.000,839507.274,821782.245
"1108224361",112.082,7.800,839512.056,821778.445
"1108224325",167.938,10.600,839574.191,821787.422
"1108224292",2330.220,11.800,839700.707,821780.181
"1108224304",12943.290,46.500,838118.594,821765.877
"1108224375",23672.992,54.700,838452.310,821757.309
"1108224451",168.180,10.400,839585.705,821762.668
"1108224422",168.068,10.400,839580.928,821766.468
"1108224444",114.776,4.100,837551.634,821762.203
"1108224785",575.781,27.200,838346.118,821696.645
"1108224845",565.536,21.800,838221.207,821686.429
"1108224853",579.424,27.200,838325.683,821684.986
"1108224811",572.285,27.200,838338.088,821692.157
"1108224835",603.218,27.200,838329.972,821687.453
"1108224801",504.945,24.600,838341.991,821694.375
"1108224830",10354.220,36.800,837757.076,821663.558
"1108224829",17485.586,69.200,840069.700,821677.891
"1108224866",610.543,21.900,838225.514,821682.671
"1108224947",553.244,25.100,838298.302,821667.601
"1108224906",581.826,27.700,838310.039,821675.287
"1108224933",508.033,22.100,838246.783,821671.401
"1108224887",597.483,21.900,838230.194,821679.427
"1108224877",18490.470,74.000,840203.042,821671.101
"1108224390",111.283,3.500,840634.161,821767.112
"1108224431",2293.298,20.600,837594.192,821755.108
"1108224434",168.344,9.800,839602.852,821764.605
"1108224404",8149.917,8.100,839396.495,821727.136
"1108224391",5799.311,13.100,837391.286,821753.413
"1108224374",168.045,10.300,839588.519,821776.016
"1108224459",168.289,10.200,839545.611,821761.861
"1108224393",117.182,20.300,837383.500,821775.788
"1108224407",168.258,10.400,839576.152,821770.272
"1108224468",111.493,8.800,839521.808,821759.194
"1108224394",168.045,10.300,839593.296,821772.213
"1108224416",167.938,10.400,839598.071,821768.410
"1108224929",555.847,25.000,838302.101,821670.463
"1108224902",553.536,22.000,838235.637,821676.942
"1108224936",16833.434,69.400,840239.407,821658.858
"1108224881",566.151,25.200,838317.296,821680.478
"1108224917",602.253,22.000,838239.807,821672.866
"1108224898",512.486,25.100,838313.601,821677.739
"1108224916",567.161,25.200,838305.889,821673.115
"1108224960",977.313,25.200,838290.962,821664.693
"1108224878",26374.224,52.700,839412.882,821655.717
"1108223937",15108.833,28.200,838100.258,821839.255
"1108223943",1827.912,18.400,838277.625,821861.119
"1108223957",99.360,8.700,839548.914,821862.252
"1108223949",81.638,8.700,839546.148,821865.352
"1108223941",615.518,7.200,840422.453,821860.638
"1108223948",18769.521,53.400,837322.512,821845.679
"1108223930",14189.402,64.300,838950.949,821856.540
"1108224381",167.975,10.400,839571.375,821774.073
"1108224428",168.142,9.700,839540.491,821765.936
"1108224445",111.562,8.000,839525.799,821763.811
"1108224410",168.217,9.500,839535.372,821770.007
"1108224971",289.600,22.000,838242.416,821665.144
"1810090270",5297.293,76.800,839573.253,821899.703
"1108224058",1133.605,22.200,839296.051,821838.282
"1108224003",167.278,10.300,839483.995,821853.347
"1108224027",109.329,9.700,839561.736,821848.762
"1108225048",165.394,6.900,840178.323,821643.390
"1108225131",301.270,10.400,837733.318,821623.141
"1108224990",440.463,25.100,838291.334,821659.115
"1108223334",15799.405,79.200,838466.034,822005.411
"1108224018",18280.274,82.700,838861.902,821839.078
"1108223999",101.167,4.800,839524.143,821850.568
"1108224030",167.143,10.200,839480.211,821848.563
"1108223989",2904.990,19.100,838300.365,821846.154
"1108224019",112.291,7.400,839466.809,821851.382
"1108224066",3028.547,20.900,838138.374,821828.179
"1108224041",4256.682,21.600,838211.661,821830.575
"1108224050",167.114,10.200,839476.426,821843.782
"1108224057",183.908,6.900,839572.809,821840.071
"1108225120",147.319,3.200,840324.936,821621.194
"1108225100",3476.800,8.800,840290.991,821618.637
"1108225200",18771.117,74.300,840002.567,821594.333
"1108223329",26069.087,71.700,837255.854,822001.594
"1108223429",13987.228,64.300,838954.265,821978.978
"1108223982",3383.775,11.800,840342.664,821823.330
"1108223979",167.324,10.200,839487.781,821858.133
"1108223993",112.201,7.400,839470.624,821856.174
"1108224135",121.687,5.200,839597.982,821824.142
"1108224122",6877.575,25.500,838263.036,821812.286
"1108224158",168.667,10.700,839511.028,821822.087
"1108224085",2680.275,18.900,838328.595,821826.742
"1108224382",112.102,7.700,839530.254,821774.080
"1108224495",168.121,10.300,839595.256,821755.064
"1108224544",4099.715,29.500,838087.193,821737.898
"1108223385",2127.525,9.400,838190.837,821994.810
"1108223493",300.435,6.000,837295.035,821974.677
"1108223534",148.835,5.200,838263.888,821958.259
"1108224147",167.513,10.500,839528.201,821824.026
"1108224167",167.562,10.300,839532.973,821820.230
"1108224129",167.593,10.700,839523.430,821827.825
"1108224162",275.990,12.600,839477.843,821820.529
"1108224111",167.484,10.500,839518.655,821831.621
"1108224088",97.557,8.100,839585.460,821833.943
"1108224221",10944.937,9.700,837317.646,821779.457
"1108224558",3728.720,32.200,839528.937,821735.141
"1108224551",141.489,7.700,840649.832,821747.321
"1108224501",111.493,8.800,839517.820,821754.577
"1108224528",168.238,10.300,839560.969,821749.644
"1108224506",168.074,9.900,839555.849,821753.718
"1108224531",122.154,6.600,838143.519,821748.820
"1108224469",418.743,18.800,838090.011,821758.455
"1108224527",18541.456,73.600,840119.806,821734.916
"1108224494",199.813,5.400,839667.305,821752.002
"1108224556",168.070,9.800,839566.088,821745.570
"1108224526",149.007,8.700,839513.160,821749.185
"1108224471",168.075,10.400,839590.482,821758.867
"1108224496",447.279,18.900,838086.724,821754.001
"1108224515",4857.915,27.700,838400.625,821743.148
"1108224536",18602.116,74.100,840268.224,821736.167
"1108225262",1787.947,5.800,840387.980,821570.578
"1108223527",4528.680,17.300,839162.482,821942.943
"1108223494",5463.528,19.500,838205.405,821955.639
"1108223489",25791.287,54.400,837281.861,821954.046
"1108223513",1692.037,17.100,839183.206,821954.209
"1108223557",31004.550,36.100,838491.069,821928.199
"1108224478",168.093,10.200,839550.731,821757.788
"1108224594",181.626,4.700,839793.158,821735.476
"1108224602",209.303,7.300,837687.415,821733.769
"1108224613",616.472,27.700,838375.108,821732.647
"1108224616",653.412,27.000,838422.321,821732.571
"1108225246",17897.995,73.600,840314.548,821585.015
"1108225289",186.503,4.400,840097.249,821585.000
"1108223556",172.081,5.600,839460.439,821955.490
"1108223589",18957.320,85.500,838826.750,821934.114
"1108223631",1628.647,15.100,839201.440,821926.502
"1108223641",273.600,9.200,839469.099,821934.782
"1108223578",97.131,5.800,837964.595,821950.505
"1108223664",753.170,19.000,838183.738,821926.409
"1108224636",120.830,6.300,837906.035,821733.725
"1108224596",168.022,10.100,839576.326,821737.426
"1108224662",10710.120,17.600,840713.219,821693.259
"1108224578",168.110,10.300,839571.208,821741.498
"1108224635",618.167,27.700,838370.387,821730.410
"1108224651",1280.515,27.700,838363.713,821727.004
"1108224643",1901.432,27.800,838413.568,821727.320
"1108224600",521.450,26.600,838379.376,821734.438
"1108224638",87.904,4.900,837553.712,821729.620
"1108224667",14941.533,22.600,838127.809,821699.972
"1108225316",17100.911,74.000,840126.917,821568.004
"1108225352",17080.097,71.400,840285.972,821559.082
"1108225330",182.345,4.500,840083.680,821573.531
"1108225269",185.378,5.400,840080.287,821589.010
"1108225342",26778.717,68.200,837974.444,821561.471
"1108225343",10635.381,44.100,840243.846,821566.361
"1108223601",270.150,9.300,839466.615,821944.838
"1108223625",136.547,4.300,838238.286,821934.382
"1108223623",304.347,9.200,839467.854,821939.828
"1108223597",18280.277,82.800,838869.446,821931.750
"1108223573",13987.226,64.200,838967.596,821938.281
"1108223714",430.549,21.900,838200.018,821915.660
"1108223687",364.787,19.000,838189.352,821923.179
"1108224241",388.487,18.900,838192.043,821802.522
"1108224184",167.562,9.900,839537.745,821816.435
"1108224177",168.442,10.900,839515.810,821818.280
"1108224250",1881.968,20.300,837452.379,821800.180
"1108224206",167.696,10.000,839542.518,821812.637
"1108224214",168.344,10.700,839525.360,821810.677
"1108224260",112.145,7.900,839539.689,821799.286
"1108224255",4803.918,21.000,838105.688,821781.547
"1108224178",639.013,10.400,840294.385,821814.256
"1108224240",168.080,10.100,839534.912,821803.079
"1108224226",441.741,21.400,838194.675,821806.288
"1108224755",561.715,27.200,838357.050,821702.426
"1108224624",466.132,5.300,837638.810,821732.945
"1108224604",2186.577,15.800,840679.040,821733.229
"1108224574",197.228,4.400,837572.172,821738.439
"1108224663",995.235,11.800,840734.484,821726.218
"1108224671",654.861,27.600,838404.463,821723.955
"1108224753",611.522,27.100,838361.114,821704.453
"1108225308",18321.667,74.300,840029.727,821566.593
"1108225334",9818.846,36.700,837801.804,821568.572
"1108223746",967.820,18.900,838213.465,821905.776
"1108223704",403.927,19.000,838196.257,821917.893
"1108223724",457.472,21.200,838203.556,821912.911
"1108223740",13987.227,64.500,838980.928,821897.583
"1108223701",19442.527,53.600,837316.210,821900.852
"1108225371",15037.116,38.400,837890.815,821529.883
"1108225441",18331.967,74.100,840208.626,821541.691
"1108223728",6029.737,18.900,838198.421,821893.475
"1108223761",2476.621,8.400,838707.915,821878.367
"1108223735",407.052,18.900,838207.358,821910.400
"1108223711",4414.847,17.700,839190.697,821900.093
"1108223750",25278.848,62.000,837569.900,821888.214
"1108224223",224.690,10.600,839495.691,821807.691
"1108224227",25959.026,52.700,839428.255,821768.951
"1108224194",168.553,10.900,839520.588,821814.477
"1108224176",6426.932,23.300,838315.545,821795.791
"1108224203",1472.048,20.900,838148.812,821809.016
"1108224213",3235.895,27.200,838080.655,821803.092
"1108225440",16482.047,69.500,840098.891,821542.337
"1108224743",595.062,27.800,838365.660,821706.462
"1108224723",578.568,27.700,838378.162,821712.365
"1108224756",38430.412,91.500,838464.977,821680.132
"1108224729",5126.268,17.400,840116.424,821699.101
"1108224678",575.559,27.500,838352.234,821722.049
"1108224685",587.929,27.000,838395.962,821719.807
"1108224703",4099.677,24.900,838326.293,821708.247
"1108224701",593.876,27.000,838386.842,821716.224
"1108224748",130.195,3.200,839455.833,821705.996
"1108224708",127.632,6.400,838288.992,821716.677
"1108225526",101.338,7.700,837477.220,821536.095
"1108225524",372.648,6.600,837491.299,821530.882
"1108225538",6088.885,26.700,837434.132,821517.184
"1108223756",5670.459,19.000,839328.169,821884.507
"1108223696",355.489,19.000,838192.769,821920.777
"1108223769",487.687,18.800,838221.331,821900.308
"1108223825",9654.612,35.300,838393.263,821877.798
"1108224245",224.701,10.200,839490.610,821801.317
"1108224251",150.047,7.100,839504.501,821800.020
"1108224200",2824.837,22.100,837412.589,821809.963
"1108224217",111.686,7.600,839547.289,821808.840
"1108224237",1735.927,21.100,838162.607,821799.568
"1108224259",467.912,21.400,838189.502,821798.817
"1108224736",570.442,27.100,838369.729,821708.555
"1108224750",931.234,20.000,839587.144,821702.668
"1108224726",572.655,27.600,838374.008,821710.569
"1108224721",585.333,6.400,840741.951,821710.943
"1108224680",594.327,27.700,838400.182,821721.620
"1108224688",18698.998,74.400,840146.212,821706.793
"1108224674",558.622,26.900,838357.003,821724.130
"1108224692",569.093,27.000,838348.099,821719.979
"1108225531",13961.862,41.000,837967.049,821512.422
"1108223824",3142.328,22.200,838153.931,821877.240
"1108223858",96.166,4.000,839455.709,821880.238
"1108223786",579.758,9.300,839461.560,821897.163
"1108223835",3340.136,21.000,838241.074,821874.704
"1108223782",491.311,18.800,838225.756,821897.252
"1108223801",497.453,18.800,838231.533,821893.308
"1108223813",481.641,18.900,838235.922,821890.216
"1108224248",167.768,10.000,839556.834,821801.249
"1108224236",167.667,10.000,839552.059,821805.044
"1108224181",1580.570,19.500,838349.514,821810.920
"1108224228",168.417,10.800,839530.135,821806.875
"1108225672",75.202,4.700,837908.712,821496.061
"1108220615",11614.601,23.900,838814.764,822931.243
"1108220064",13189.410,25.500,838986.486,823404.915
"1108220350",606.364,4.200,839063.413,823152.971
"1810076681",242.295,4.200,839064.854,823180.617
"1108226413",569.024,7.000,837922.954,821347.605
"1108224343",43694.943,107.500,839994.177,821763.716
"1108223745",4214.762,8.600,839975.465,821875.871
"1108224761",6913.611,23.700,839918.768,821691.502
"1108221544",19117.908,96.300,839788.340,822504.177
"1108221603",19501.219,97.000,839819.809,822477.070
"1108223028",24302.657,42.800,838458.318,822067.381
"1108224765",2766.530,61.000,839570.811,821702.839
"1108220478",1380.277,16.000,839221.740,823061.783
"1810073686",391.372,16.200,839203.959,823062.786
"1108247486",27997.563,108.700,838192.097,823421.154
"1108247487",27922.497,108.700,838136.340,823378.577
"1108221109",408.824,19.200,838301.862,822701.678
"1108221111",546.198,22.200,838312.676,822702.742
"1108221108",431.476,19.600,838296.328,822701.354
"1108221107",412.011,19.400,838291.287,822701.163
"1108221052",585.079,20.800,838416.609,822719.674
"1108221058",372.606,16.900,838436.341,822718.732
"1108221077",476.725,21.300,838480.803,822709.552
"1108221071",415.320,23.400,838501.845,822718.411
"1108220962",427.033,18.500,838453.956,822772.254
"1108220933",382.666,21.700,838452.797,822790.320
"1108220943",488.786,22.100,838453.855,822784.430
"1810063904",878.132,23.900,838416.701,822943.009
"1810063905",963.461,24.800,838415.853,822932.471
"1810063907",952.530,26.500,838414.184,822911.698
"1810063908",786.479,23.700,838412.948,822901.157
"1108220714",3782.591,31.000,838529.894,822869.936
"1108220628",2552.721,18.300,837507.231,822938.621
"1108221480",103.114,6.800,839564.985,822544.887
"1810130198",633.089,12.600,839568.522,822534.873
"1108224070",1261.197,7.700,840404.421,821828.919
"1108224477",360.209,3.800,839929.080,821751.013
"1108220053",138.563,6.900,838341.359,823440.352
"1108223232",11308.060,42.900,838430.785,822026.643
"1108223348",179.155,10.900,838417.269,822016.564
"1108223536",92.158,3.900,839606.160,821959.005
"1108225345",7940.458,25.900,838157.461,821552.579
"1108221597",24664.099,111.300,839572.527,822476.178
"1108222093",204.326,5.700,839093.980,822310.150
"1108222356",293.822,4.600,839201.396,822257.082
"1810103261",108.174,4.600,839231.777,822256.173
"1810103262",167.430,5.700,839074.772,822321.456
"1108220424",3868.389,61.000,838775.453,823093.491
"1108220454",999.134,22.700,838792.519,823079.010
"1108220207",336.505,3.800,838254.741,823262.133
"1108220274",29610.481,74.800,838654.728,823207.120
"1108219887",105.404,5.100,838653.843,823817.690
"1108220635",454.098,22.700,838458.820,822942.553
"1108220636",561.363,24.900,838434.616,822936.239
"1108220400",418.690,20.000,838777.822,823119.396
"1108220457",558.761,24.600,838813.468,823079.111
"1108220406",1282.253,23.600,838815.563,823112.107
"1108220489",7919.354,63.300,838871.917,823047.796
"1108220527",345.839,16.000,838793.478,823022.141
"1108220411",3511.674,17.400,838874.989,823100.556
"1108220519",1749.692,59.400,838808.050,823027.705
"1108220483",3800.671,63.300,838900.142,823053.302
"1108220495",1676.902,46.300,838800.154,823048.907
"1810136539",2980.780,19.500,837436.954,821759.879
"1108221066",7525.723,50.300,838362.907,822712.056
"1108220872",708.995,24.100,838412.375,822812.454
"1108220898",447.012,24.600,838324.583,822803.848
"1108220902",399.460,22.400,838303.659,822804.421
"1108220668",471.617,23.400,838430.981,822904.854
"1108225298",350.607,3.900,840048.206,821571.729
"1108225560",180.983,3.100,840104.752,821526.263
"1108220634",519.316,24.300,838434.572,822943.049
"1108220637",879.896,22.900,838457.747,822934.156
"1108220664",589.328,25.000,838431.054,822911.014
"1108220602",1872.563,21.500,838510.465,822960.203
"1108220620",1043.878,23.800,838434.560,822952.526
"1108220658",612.268,24.000,838431.631,822917.185
"1108220633",3753.949,59.500,838508.437,822936.676
"1108220757",570.426,19.700,838295.742,822849.291
"1108220719",2584.025,20.700,838182.321,822858.460
"1108220703",971.353,12.700,838157.792,822874.870
"1108220828",568.612,24.500,838261.220,822825.404
"1108220773",269.215,20.400,838288.855,822848.824
"1108220850",20177.953,96.900,838908.182,822806.312
"1810037283",3198.072,10.500,839130.502,822711.597
"1108222768",2036.201,8.500,837628.783,822141.021
"1810094889",680.549,21.500,839012.699,821831.388
"1108220916",35923.384,15.400,838651.943,822753.036
"1108224146",133.650,8.000,839573.065,821822.633
"1108224137",90.655,8.500,839569.646,821825.257
"1108224189",149.701,5.400,839590.365,821811.851
"1810098363",43853.820,92.700,837638.718,821670.954
"1810150324",39104.418,78.900,838564.772,822129.828
"1108224074",1101.830,10.700,839556.566,821830.522
"1108220560",223.517,14.900,838689.419,823002.288
"1108220588",9607.202,13.600,839216.787,822925.994
"1108225392",14792.402,21.000,840159.567,821538.232
"1108220847",362.877,7.300,837805.854,822822.187
"1108221209",81.750,5.900,838004.577,822656.975
"1108221815",386.180,7.200,837857.221,822422.376
"1108222154",38967.442,97.600,838092.669,822283.295
"1108222635",3931.934,24.200,838477.743,822176.512
"1108222616",8271.371,12.400,839361.387,822138.181
"1108222672",9556.669,32.100,838498.979,822164.877
"1108223265",29543.293,53.000,839163.504,822006.469
"1108223380",26571.363,53.000,839265.760,821969.819
"1108223470",26634.742,19.700,839279.639,821928.828
"1108223662",26423.602,53.400,839146.569,821889.807
"1108223655",87.757,4.300,839255.720,821929.703
"1108223744",20958.040,94.700,839620.768,821898.394
"1108223821",24204.125,20.200,839207.538,821813.357
"1108223794",80.289,5.000,839383.744,821896.029
"1108223888",25891.179,53.000,839266.231,821847.632
"1108223896",29020.890,53.300,839360.216,821845.038
"1108223944",21895.999,97.300,839633.988,821852.591
"1108223960",94.322,4.900,837344.613,821861.922
"1108224263",2426.907,16.200,837524.758,821784.641
"1108224420",20262.190,19.600,839318.131,821726.271
"1108224656",26347.071,52.600,839310.292,821689.520
"1108224637",3668.588,22.600,840574.628,821725.635
"1108224571",5621.864,34.700,840596.489,821741.940
"1108224737",766.986,13.700,837436.403,821707.958
"1108224770",29701.861,36.300,840582.235,821683.453
"1108224788",1344.254,13.700,837436.005,821681.397
"1108226867",94.028,5.500,837980.484,821270.197
"1108247510",129.951,5.900,837399.694,821590.238
"1108247488",360.961,8.300,838087.245,823378.631
"1810035306",267.720,7.700,839324.548,822837.991
"1108220618",606.917,8.600,839435.163,822950.885
"1108220622",608.734,8.600,839462.601,822948.642
"1108220684",595.765,8.600,839430.180,822890.026
"1108220690",594.559,8.600,839457.706,822887.782
"1108220846",365.056,7.300,837823.549,822822.342
"1108222886",1833.199,16.800,838455.098,822120.549
"1810150320",6861.987,67.200,838465.986,822134.546
"1108220469",15778.982,87.600,837325.652,823061.503
"1108220444",15767.862,89.100,837277.937,823077.754
"1108220467",2985.669,18.800,839010.447,823063.350
"1108220546",12044.172,67.400,837364.678,823005.589
"1108220563",15922.850,88.500,837262.031,822990.577
"1108220511",15110.122,86.600,837405.010,823025.991
"1108221428",11309.552,21.900,837531.526,822531.256
"1108220507",15645.363,87.800,837261.927,823032.624
"1108220609",11852.469,66.400,837285.321,822953.195
"1108220570",11542.762,65.100,837322.847,822984.717
"1108220630",11277.199,63.500,837239.135,822936.468
"1108221195",11421.440,68.800,838279.257,822652.954
"1108221286",12041.996,69.800,838268.838,822614.602
"1108221567",23909.584,139.000,838815.545,822494.392
"1108221617",23690.422,141.500,838849.189,822476.957
"1108221730",22995.458,141.500,838912.389,822436.511
"1108221669",23027.813,141.500,838881.484,822456.354
"1108221822",23167.854,138.700,838943.215,822412.586
"1108225397",919.272,4.500,840324.899,821551.027
"1108221496",2016.021,12.600,839569.849,822514.778
"1108221811",118.659,4.200,838269.349,822426.365
"1108221705",277.111,15.100,839317.815,822454.525
"1108221652",2916.165,21.200,838927.175,822461.202
"1108221719",10256.084,13.100,839275.255,822415.690
"1108221754",460.695,9.800,839171.394,822436.772
"1108221691",13919.243,89.800,839650.391,822447.411
"1108221847",592.283,9.800,839159.103,822404.824
"1108221917",592.547,11.000,839201.821,822380.185
"1108221953",315.710,13.400,839171.760,822377.459
"1108221894",13786.034,25.900,839310.775,822356.837
"1108222153",402.291,7.600,839082.467,822301.057
"1108222241",1526.391,7.400,839466.407,822267.213
"1108222283",35467.283,55.900,837284.728,822229.604
"1108222637",17583.466,48.200,838639.184,822166.717
"1108222736",3438.007,16.200,837978.013,822151.921
"1108221595",14248.185,89.300,839667.707,822481.337
"1108222956",4786.063,34.100,838482.248,822101.858
"1108222889",7068.824,45.100,838491.552,822116.934
"1108223025",4369.048,28.800,838545.005,822082.843
"1108222999",245.394,3.600,837526.410,822090.364
"1108223118",5377.292,12.700,838340.688,822052.406
"1108223211",4156.154,30.200,838395.721,822039.238
"1108223436",8708.955,29.100,838512.962,821973.505
"1108223571",6824.308,82.800,839508.829,821944.209
"1108223619",16270.288,80.800,838412.834,821927.405
"1108223987",7682.211,23.200,837417.293,821840.334
"1108224339",197.309,6.800,839820.403,821781.333
"1108224854",1584.829,14.200,837369.189,821667.473
"1108224977",362.503,3.900,840073.418,821659.176
"1108220508",1164.389,13.600,836757.646,823032.499
"1108220549",377.077,6.100,836759.250,823004.756
"1108221065",993.118,19.600,838426.722,822717.362
"1108221012",2317.752,24.400,838438.188,822739.406
"1108221062",1430.629,22.200,838449.821,822716.859
"1108221011",1112.103,23.100,838423.722,822740.072
"1108221055",2274.640,23.000,838287.074,822721.197
"1108221153",11047.982,26.300,838391.319,822663.111
"1108221106",1578.574,23.800,838251.382,822701.092
"1108221072",1745.733,22.000,838470.590,822711.695
"1108221157",8926.519,23.300,838827.048,822661.283
"1108221070",729.688,22.400,838459.120,822714.089
"1108221350",1929.887,10.600,837949.072,822581.034
"1108221442",366.024,8.100,838412.492,822561.020
"1108221467",14278.497,89.500,839638.442,822540.414
"1108221426",14543.071,89.900,839742.857,822557.007
"1108221527",14144.537,89.600,839685.153,822515.750
"1108220593",4128.973,17.900,839328.152,822957.003
"1810067812",8752.335,15.800,840144.051,821659.621
"1108222692",2162.245,4.700,837466.777,822156.642
"1108221177",4210.717,12.600,838333.067,822659.488
"1108221267",115.523,7.600,838869.293,822632.734
"1108221303",1837.080,13.000,838344.967,822614.780
"1810059023",25433.720,129.700,838392.259,821644.268
"1810059025",22376.166,129.700,838364.251,821620.811
"1810059026",25844.345,129.700,838336.015,821598.020
"1810059027",12766.123,129.700,838298.442,821567.663
"1810059028",13499.172,129.700,838263.811,821567.876
"1810059822",11337.982,129.700,838262.828,821580.751
"1810059823",11991.419,129.700,838299.962,821580.404
"1108221462",11973.521,100.100,838267.059,822546.205
"1108221434",8034.651,67.100,838371.572,822556.750
"1108221377",8023.963,67.300,838344.913,822579.360
"1108221455",7989.692,67.400,838326.418,822549.820
"1108221451",11723.550,100.100,838292.305,822550.123
"1108221716",3112.124,22.600,838341.327,822445.401
"1108221723",398.755,10.000,838358.327,822445.722
"1108222048",12560.628,32.200,838422.360,822320.635
"1810163997",980.159,6.300,838752.000,821777.693
"1810164119",45661.361,93.800,838697.465,821781.753
"1810164120",141.470,5.500,838684.409,821769.143
"1108225273",24052.276,33.600,837599.657,821546.926
"1108226613",22247.639,123.400,837929.062,821305.414
"1108224113",22928.649,31.700,838447.438,821804.282
"1108224433",25488.957,67.500,838618.339,821742.501
"1108224555",16606.108,41.100,838572.078,821723.325
"1108224666",23316.093,63.600,838548.673,821706.175
"1108224731",15910.755,34.100,838496.628,821687.848
"1108223953",6913.835,37.900,838431.929,821849.868
"1108224691",32296.217,100.400,838519.290,821705.484
"1108223477",55218.009,103.000,838361.332,821958.076
"1108223599",56951.871,46.100,838318.709,821903.562
"1108223611",12659.146,59.500,838918.189,821929.683
"1108224257",16555.805,52.700,838356.014,821778.326
"1108224376",1224.479,47.100,838398.047,821774.034
"1108222450",41199.424,41.700,838522.790,822204.166
"1108222751",4457.215,27.400,838520.066,822150.609
"1108222817",492.021,4.200,838297.807,822139.583
"1108222919",30337.384,98.700,838622.885,822101.394
"1108222953",5440.944,65.800,838447.944,822106.100
"1108223012",15930.107,45.300,838639.830,822081.895
"1108223112",13105.759,65.100,838408.711,822060.333
"1108223153",52300.652,43.200,838519.769,822029.749
"1108223159",24634.052,67.700,838699.678,822039.232
"1108223095",380.835,4.900,838552.252,822068.996
"1108223117",7875.927,23.700,838586.969,822053.876
"1108223196",27891.313,43.300,838726.079,822020.400
"1108223240",13313.615,17.200,838282.556,822006.152
"1108223319",38531.733,64.600,838392.034,821998.201
"1108223316",15889.213,16.200,838839.795,821995.021
"1108223277",13018.473,59.400,838940.252,822018.898
"1108223406",45470.399,68.700,838595.329,821973.671
"1108223389",14168.185,69.400,838493.142,821994.046
"1108223508",25842.374,66.800,838442.493,821951.822
"1108223498",18419.076,94.500,838534.954,821958.194
"1108223548",10281.131,41.800,838561.156,821944.982
